date,ticket,signal,lot,profit,result,strategy,session,market_regime,exec_grade,rr_ratio,quality_score,brain_score
2026-06-29T21:00:27+00:00,8996182317,BUY,0.11,-16.39,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:04:36+00:00,8996242169,BUY,0.11,-16.39,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:18:07+00:00,8996403720,BUY,0.11,-16.83,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:27:27+00:00,8996514604,BUY,0.11,14.85,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:47:46+00:00,8996771223,BUY,0.11,19.8,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:48:13+00:00,8996781549,BUY,0.09,27.0,WIN,MICRO,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:49:17+00:00,8996802703,BUY,0.11,19.8,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:53:34+00:00,8996867408,BUY,0.09,-18.0,LOSS,MICRO,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T21:55:49+00:00,8996895841,BUY,0.11,19.8,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:06:01.304070+00:00,9340452224,SELL,0.11,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,50.0,32.5
2026-06-29T22:09:22.479669+00:00,9340473061,SELL,0.11,0.0,OPEN,SMC,OFF_HOURS,TRENDING,B,2.0,50.0,32.5
2026-06-29T22:12:43.826106+00:00,9340497995,SELL,0.11,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A+,2.0,50.0,32.5
2026-06-29T22:13:18+00:00,8997179317,BUY,0.11,19.8,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:16:05.443848+00:00,9340518519,SELL,0.11,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,50.0,32.5
2026-06-29T22:17:31+00:00,8997256280,BUY,0.11,20.13,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:19:27.096711+00:00,9340537377,SELL,0.11,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,50.0,32.5
2026-06-29T22:19:40+00:00,8997299970,BUY,0.11,-22.0,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:22:48.923550+00:00,9340557770,SELL,0.01,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A+,2.0,50.0,30.75
2026-06-29T22:23:34+00:00,8997363189,BUY,0.07,-14.21,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:26:10.440341+00:00,9340577710,SELL,0.01,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A+,2.0,50.0,29.0
2026-06-29T22:27:51.268579+00:00,9340588122,SELL,0.01,0.0,OPEN,MICRO,OFF_HOURS,TRENDING,B,1.5,2.0,2.0
2026-06-29T22:26:12+00:00,8997402260,BUY,0.05,-15.0,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:29:32.393920+00:00,9340596064,SELL,0.01,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A+,2.0,57.0,29.0
2026-06-29T22:30:38+00:00,8997471657,BUY,0.05,-15.0,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:32:15+00:00,8997501340,BUY,0.11,9.9,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:39:02+00:00,8997582383,BUY,0.11,-10.89,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:44:53+00:00,8997649913,BUY,0.11,-11.0,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:46:21+00:00,8997665907,BUY,0.11,9.9,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:48:55+00:00,8997692531,BUY,0.11,9.68,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:55:17+00:00,8997778265,BUY,0.11,9.46,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:55:57+00:00,8997787385,BUY,0.09,-9.0,LOSS,MICRO,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T22:58:00+00:00,8997808415,BUY,0.11,-10.89,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-29T23:17:11.230412+00:00,9340927858,SELL,0.11,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,50.0,29.0
2026-06-29T23:21:12.021848+00:00,9340955317,SELL,0.05,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,50.0,29.0
2026-06-29T23:26:13.946496+00:00,9340986096,SELL,0.05,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,50.0,29.0
2026-06-29T23:26:14.375245+00:00,9340986153,SELL,0.06,0.0,OPEN,MICRO,OFF_HOURS,TRENDING,B,1.5,2.0,2.0
2026-06-29T23:32:56.645103+00:00,9341041277,SELL,0.06,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,72.0,29.0
2026-06-30T01:06:27+00:00,8998183243,BUY,0.11,9.57,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:09:43+00:00,8998208309,BUY,0.11,-11.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:14:41+00:00,8998244438,BUY,0.11,9.9,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:17:22+00:00,8998260969,BUY,0.11,-11.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:19:50+00:00,8998275877,BUY,0.11,-11.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:25:04+00:00,8998309571,BUY,0.01,0.91,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:27:43+00:00,8998328029,BUY,0.01,0.9,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:27:59+00:00,8998330227,BUY,0.01,-1.0,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T01:30:31+00:00,8998345439,BUY,0.01,0.89,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T02:19:10+00:00,8998708836,BUY,0.11,-11.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T02:25:50+00:00,8998757557,BUY,0.05,13.6,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T02:31:55+00:00,8998809448,BUY,0.05,-15.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T02:31:55+00:00,8998809450,BUY,0.06,-18.0,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T02:41:49+00:00,8998882553,BUY,0.06,16.2,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T02:56:58.843044+00:00,9344212357,SELL,0.01,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T03:24:24.976572+00:00,9344632080,SELL,0.07,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T03:31:50.286140+00:00,9344764534,SELL,0.07,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T03:56:59+00:00,8999800570,BUY,0.02,45.0,WIN,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:02:20.896742+00:00,9345100324,SELL,0.11,0.0,OPEN,SMC,ASIA,TRENDING,B,2.0,62.0,54.25
2026-06-30T04:02:05+00:00,8999943220,BUY,0.01,29.99,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:03:36.489253+00:00,9345116642,SELL,0.11,0.0,OPEN,SMC,ASIA,TRENDING,A+,2.0,57.0,56.0
2026-06-30T04:07:38.679325+00:00,9345159494,SELL,0.11,0.0,OPEN,SMC,ASIA,TRENDING,A,2.0,57.0,56.0
2026-06-30T04:07:12+00:00,9000138126,BUY,0.02,30.0,WIN,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:07:15+00:00,9000149949,BUY,0.02,40.02,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:08:40.163036+00:00,9345173170,SELL,0.09,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T04:08:30+00:00,9000310503,BUY,0.03,-30.0,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:08:30+00:00,9000310688,BUY,0.01,-11.56,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:13:04.230593+00:00,9345218814,SELL,0.11,0.0,OPEN,SMC,ASIA,TRENDING,B,2.0,57.0,56.0
2026-06-30T04:17:06.651476+00:00,9345262590,SELL,0.11,0.0,OPEN,SMC,ASIA,TRENDING,B,2.0,57.0,56.0
2026-06-30T04:17:43+00:00,9000529812,BUY,0.01,3.78,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:19:09.530035+00:00,9345285093,BUY,0.1,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T04:21:44.330542+00:00,9345316958,SELL,0.05,0.0,OPEN,SMC,ASIA,TRENDING,B,2.0,62.0,57.75
2026-06-30T04:30:06.129422+00:00,9345429687,SELL,0.03,0.0,OPEN,SMC,ASIA,TRENDING,B,2.0,57.0,57.75
2026-06-30T04:31:07.047930+00:00,9345458718,BUY,0.05,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T04:35:10.218043+00:00,9345554140,SELL,0.06,0.0,OPEN,SMC,ASIA,TRENDING,A+,2.0,57.0,57.75
2026-06-30T04:42:14.290971+00:00,9345671725,SELL,0.06,0.0,OPEN,SMC,ASIA,TRENDING,A+,2.0,57.0,35.25
2026-06-30T04:42:14.887650+00:00,9345671855,SELL,0.05,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T04:48:18.913856+00:00,9345772178,SELL,0.03,0.0,OPEN,SMC,ASIA,TRENDING,B,2.0,57.0,35.25
2026-06-30T04:48:15+00:00,9001127308,BUY,0.01,3.49,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T04:49:20.588397+00:00,9345785511,SELL,0.05,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T04:50:35.228653+00:00,9345809083,SELL,0.08,0.0,OPEN,SMC,ASIA,TRENDING,A,2.0,70.0,35.25
2026-06-30T05:00:40.059487+00:00,9345937307,SELL,0.06,0.0,OPEN,SMC,ASIA,TRENDING,A+,2.0,57.0,35.25
2026-06-30T05:00:40.560519+00:00,9345937461,SELL,0.05,0.0,OPEN,MICRO,ASIA,TRENDING,B,1.5,2.0,2.0
2026-06-30T06:00:14+00:00,9002339055,BUY,0.01,-3.0,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T06:24:01.709208+00:00,9347221039,SELL,0.04,0.0,OPEN,SMC,ASIA,TRENDING,A+,2.0,57.0,35.25
2026-06-30T06:29:09+00:00,9002819962,BUY,0.07,3.71,WIN,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T06:36:44+00:00,9002947499,BUY,0.07,-22.26,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:01:34+00:00,9003227134,BUY,0.01,-15.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:02:35+00:00,9003247965,BUY,0.11,10.23,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:08:55+00:00,9003327927,BUY,0.09,-18.0,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:12:45+00:00,9003371992,BUY,0.11,-22.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:14:39+00:00,9003393266,BUY,0.11,-11.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:17:18+00:00,9003425052,BUY,0.11,-10.89,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:21:27+00:00,9003476875,SELL,0.1,15.0,WIN,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:29:35+00:00,9003593763,BUY,0.05,-25.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:30:41+00:00,9003629341,BUY,0.03,-15.03,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:34:31+00:00,9003731051,SELL,0.05,37.5,WIN,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:42:05+00:00,9003880912,BUY,0.06,26.58,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:47:22+00:00,9003980837,BUY,0.06,27.18,WIN,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:48:30+00:00,9004002587,BUY,0.05,24.65,WIN,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:49:50+00:00,9004023538,BUY,0.03,-15.0,LOSS,SMC,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T07:50:08+00:00,9004030023,BUY,0.05,-25.0,LOSS,MICRO,ASIA,UNKNOWN,SYNC,0,0,0
2026-06-30T08:00:26+00:00,9004176555,BUY,0.08,36.0,WIN,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T08:23:13+00:00,9004526056,BUY,0.06,7.44,WIN,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T08:23:13+00:00,9004526166,BUY,0.05,3.65,WIN,MICRO,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T08:30:55+00:00,9004668719,BUY,0.11,31.24,WIN,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T09:05:52+00:00,9005251570,BUY,0.03,-30.06,LOSS,MICRO,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T09:05:53+00:00,9005252198,BUY,0.03,-30.03,LOSS,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T09:23:42+00:00,9005595727,BUY,0.03,-29.88,LOSS,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T09:24:31+00:00,9005640213,BUY,0.04,-19.4,LOSS,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T09:31:55.650587+00:00,9350832774,SELL,0.01,0.0,OPEN,MICRO,LONDON,RANGING,B,1.5,2.0,2.0
2026-06-30T09:32:24+00:00,9005929948,BUY,0.01,-15.0,LOSS,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T10:28:28.943636+00:00,9351782011,SELL,0.01,0.0,OPEN,SMC,LONDON,TRENDING,A,2.0,82.0,49.5
2026-06-30T11:13:45.157955+00:00,9352524223,SELL,0.05,0.0,OPEN,SMC,LONDON,TRENDING,A,2.0,82.0,49.5
2026-06-30T12:10:06.209802+00:00,9353549086,SELL,0.05,0.0,OPEN,SMC,LONDON,TRENDING,A+,2.0,82.0,49.5
2026-06-30T12:10:06.634747+00:00,9353549268,SELL,0.03,0.0,OPEN,MICRO,LONDON,TRENDING,B,1.5,2.0,2.0
2026-06-30T11:45:04+00:00,9008879166,BUY,0.03,13.14,WIN,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T12:02:56+00:00,9009201660,BUY,0.02,4.34,WIN,SMC,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T12:22:12.446722+00:00,9353825549,SELL,0.11,0.0,OPEN,SMC,LONDON,TRENDING,ELITE,2.0,82.0,51.25
2026-06-30T12:24:13.765915+00:00,9353890524,SELL,0.04,0.0,OPEN,MICRO,LONDON,TRENDING,B,1.5,2.0,2.0
2026-06-30T12:35:16.560218+00:00,9354195804,SELL,0.07,0.0,OPEN,SMC,LONDON,TRENDING,A,2.0,57.0,51.25
2026-06-30T12:39:18.847353+00:00,9354312311,SELL,0.07,0.0,OPEN,SMC,LONDON,TRENDING,A+,2.0,57.0,51.25
2026-06-30T13:05:26.914745+00:00,9354945541,SELL,0.07,0.0,OPEN,SMC,NEWYORK,TRENDING,A+,2.0,57.0,51.25
2026-06-30T12:44:58+00:00,9009939895,BUY,0.01,-5.01,LOSS,MICRO,LONDON,UNKNOWN,SYNC,0,0,0
2026-06-30T13:08:28.822798+00:00,9355035197,BUY,0.01,0.0,OPEN,MICRO,NEWYORK,TRENDING,B,1.5,2.0,2.0
2026-06-30T13:19:34.399814+00:00,9355356151,SELL,0.01,0.0,OPEN,SMC,NEWYORK,TRENDING,ELITE,2.0,50.0,51.25
2026-06-30T13:23:36.406249+00:00,9355501372,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,50.0,50.75
2026-06-30T13:24:37.388894+00:00,9355536506,SELL,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T13:35:40.068360+00:00,9355816865,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,50.75
2026-06-30T13:28:27+00:00,9010781667,BUY,0.02,-20.38,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T13:36:41.300474+00:00,9355846799,SELL,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T13:39:43.067086+00:00,9355933779,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,50.0,49.0
2026-06-30T13:43:45.151836+00:00,9356037400,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,49.0
2026-06-30T13:47:47.460437+00:00,9356148547,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,49.0
2026-06-30T13:53:53.406846+00:00,9356302282,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,49.0
2026-06-30T13:58:58.148137+00:00,9356424260,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,49.0
2026-06-30T14:20:05.492845+00:00,9357197679,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,49.0
2026-06-30T14:13:08+00:00,9011594401,BUY,0.01,-5.02,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T14:23:07.638578+00:00,9357355658,BUY,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T14:35:11.118889+00:00,9357841328,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,26.5
2026-06-30T14:38:12.974496+00:00,9357936627,SELL,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T14:39:13.919486+00:00,9357972523,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,26.5
2026-06-30T14:43:16.554930+00:00,9358082026,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,ELITE,2.0,82.0,26.5
2026-06-30T14:47:19.526622+00:00,9358192161,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,26.5
2026-06-30T15:05:25.101819+00:00,9358720115,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,26.5
2026-06-30T15:05:25.881185+00:00,9358720439,SELL,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T15:09:28.032862+00:00,9358823879,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,26.5
2026-06-30T15:10:04+00:00,9012757750,BUY,0.05,22.45,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T15:18:32.587136+00:00,9359064446,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,26.5
2026-06-30T15:18:33.103302+00:00,9359064893,SELL,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T15:21:29+00:00,9013040170,BUY,0.05,22.6,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T15:23:36.047286+00:00,9359215038,SELL,0.09,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,28.25
2026-06-30T15:23:42+00:00,9013115764,BUY,0.03,22.83,WIN,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T15:25:42+00:00,9013192796,BUY,0.11,46.31,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T15:45:45.131169+00:00,9359669522,SELL,0.1,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,30.0
2026-06-30T15:36:40+00:00,9013535361,BUY,0.07,31.57,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:01:51.603866+00:00,9360007679,SELL,0.1,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,31.75
2026-06-30T15:56:44+00:00,9014029073,BUY,0.07,31.85,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T15:58:08+00:00,9014074790,BUY,0.04,30.0,WIN,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:47:09.045742+00:00,9360797617,SELL,0.1,0.0,OPEN,SMC,NEWYORK,RANGING,A,2.0,82.0,33.5
2026-06-30T16:07:58+00:00,9014411011,BUY,0.07,-35.0,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:18:39+00:00,9014757207,SELL,0.01,7.61,WIN,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:20:12+00:00,9014825025,BUY,0.01,-4.97,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:24:40+00:00,9014999354,BUY,0.01,4.4,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:30:25+00:00,9015162542,BUY,0.01,-5.1,LOSS,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:36:53+00:00,9015359158,BUY,0.01,4.49,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:40:31+00:00,9015480371,BUY,0.01,-5.02,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:43:40+00:00,9015566314,BUY,0.01,-5.4,LOSS,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:46:57+00:00,9015674097,BUY,0.01,-4.94,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:58:16.385214+00:00,9360952107,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,ELITE,2.0,82.0,30.0
2026-06-30T16:58:16.885239+00:00,9360952277,SELL,0.01,0.0,OPEN,MICRO,NEWYORK,RANGING,B,1.5,2.0,2.0
2026-06-30T16:53:23+00:00,9015847688,BUY,0.01,-5.23,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T16:58:16+00:00,9015988656,BUY,0.01,4.03,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:09:22.019145+00:00,9361152921,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,30.0
2026-06-30T17:09:16+00:00,9016327078,BUY,0.01,-5.05,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:18:26.897806+00:00,9361308332,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A,2.0,82.0,30.0
2026-06-30T17:21:26+00:00,9016980034,BUY,0.01,-5.58,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:27:31.150382+00:00,9361447512,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A+,2.0,82.0,30.0
2026-06-30T17:24:36+00:00,9017211431,SELL,0.01,7.47,WIN,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:31:33.942380+00:00,9361533306,SELL,0.01,0.0,OPEN,SMC,NEWYORK,RANGING,A,2.0,82.0,30.0
2026-06-30T17:38:43+00:00,9017753992,BUY,0.01,4.54,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:40:03+00:00,9017806649,BUY,0.01,-5.03,LOSS,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:46:45+00:00,9018000216,BUY,0.01,4.19,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:53:27.455063+00:00,9361755490,SELL,0.1,0.0,OPEN,SMC,NEWYORK,RANGING,A,2.0,82.0,30.0
2026-06-30T18:00:31.462978+00:00,9361832311,SELL,0.07,0.0,OPEN,SMC,OFF_HOURS,RANGING,A,2.0,82.0,51.0
2026-06-30T17:57:10+00:00,9018322524,BUY,0.01,4.5,WIN,SMC,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T17:57:14+00:00,9018324931,BUY,0.01,7.13,WIN,MICRO,NEWYORK,UNKNOWN,SYNC,0,0,0
2026-06-30T18:32:47.052511+00:00,9362197295,SELL,0.08,0.0,OPEN,SMC,OFF_HOURS,TRENDING,A,2.0,82.0,30.75
2026-06-30T18:32:47.524921+00:00,9362197481,SELL,0.03,0.0,OPEN,MICRO,OFF_HOURS,TRENDING,B,1.5,2.0,2.0
2026-06-30T18:06:59+00:00,9018661514,BUY,0.01,-5.04,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T18:06:59+00:00,9018661517,BUY,0.01,-4.97,LOSS,MICRO,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T18:17:45+00:00,9018957009,BUY,0.01,4.47,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T18:22:39+00:00,9019132440,BUY,0.01,4.43,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T18:45:20+00:00,9019653590,BUY,0.09,-45.18,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T18:45:22+00:00,9019655191,BUY,0.01,-5.0,LOSS,MICRO,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T19:01:07+00:00,9020026219,BUY,0.1,45.0,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T19:46:19+00:00,9020910555,BUY,0.1,-50.0,LOSS,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T19:57:33+00:00,9021088895,BUY,0.1,45.0,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T20:08:22+00:00,9021305335,BUY,0.01,4.56,WIN,SMC,OFF_HOURS,UNKNOWN,SYNC,0,0,0
2026-06-30T20:15:35+00:00,9021446973,BUY,0.01,3.15,WIN,MICRO,OFF_HOURS,UNKNOWN,SYNC,0,0,0
