ticket,strategy,symbol,type,volume,profit,open_price,close_price,open_time,close_time,comment,raw_magic,canonical_magic,build_id
57523104568,MANUAL,XAUUSD,BUY,0.05,11.0,4355.89,4353.69,2026-08-07T16:24:17+00:00,2026-08-07T16:24:17+00:00,[sl 4353.69],0,0,FER3ON-FINAL-build1
57523165388,MANUAL,XAUUSD,BUY,0.05,-24.35,4350.27,4355.14,2026-08-07T16:26:48+00:00,2026-08-07T16:26:48+00:00,[sl 4355.14],0,0,FER3ON-FINAL-build1
57524390644,MANUAL,XAUUSD,BUY,0.05,-47.4,4331.35,4340.83,2026-08-07T17:10:25+00:00,2026-08-07T17:10:25+00:00,[sl 4340.83],0,0,FER3ON-FINAL-build1
57524451526,MANUAL,XAUUSD,SELL,0.05,-35.2,4336.11,4329.07,2026-08-07T17:12:17+00:00,2026-08-07T17:12:17+00:00,[sl 4329.07],0,0,FER3ON-FINAL-build1
57550815927,MICRO,XAUUSD,BUY,0.01,-26.86,4341.06,4367.92,2026-08-10T21:31:13+00:00,2026-08-10T21:31:13+00:00,[sl 4367.92],5001,5001,FER3ON-FINAL-build1
57550839467,SMC,XAUUSD,BUY,0.01,-29.98,4341.07,4371.05,2026-08-10T21:31:23+00:00,2026-08-10T21:31:23+00:00,[sl 4371.05],4001,4001,FER3ON-FINAL-build1
57553472382,SMC,XAUUSD,SELL,0.01,30.66,4376.6,4407.26,2026-08-11T03:10:54+00:00,2026-08-11T03:10:54+00:00,,4001,4001,FER3ON-FINAL-build1
57556951425,MICRO,XAUUSD,SELL,0.01,-26.84,4407.78,4380.94,2026-08-11T08:30:17+00:00,2026-08-11T08:30:17+00:00,[sl 4380.94],5001,5001,FER3ON-FINAL-build1
57556977179,SMC,XAUUSD,SELL,0.01,-28.93,4407.78,4378.85,2026-08-11T08:31:03+00:00,2026-08-11T08:31:03+00:00,[sl 4378.85],4001,4001,FER3ON-FINAL-build1
57559986316,MICRO,XAUUSD,BUY,0.01,7.88,4378.18,4370.3,2026-08-11T11:30:05+00:00,2026-08-11T11:30:05+00:00,,0,0,FER3ON-FINAL-build1
57561653028,MICRO,XAUUSD,SELL,0.02,9.88,4373.47,4378.41,2026-08-11T13:27:08+00:00,2026-08-11T13:27:08+00:00,,0,0,FER3ON-FINAL-build1
57567622389,SMC,XAUUSD,SELL,0.01,19.56,4377.68,4397.24,2026-08-11T18:03:33+00:00,2026-08-11T18:03:33+00:00,,0,0,FER3ON-FINAL-build1
57570634749,MICRO,XAUUSD,SELL,0.01,-30.02,4395.22,4365.2,2026-08-11T21:02:25+00:00,2026-08-11T21:02:25+00:00,[sl 4365.20],5001,5001,FER3ON-FINAL-build1
57572315072,MICRO,XAUUSD,BUY,0.01,-29.98,4365.9,4395.88,2026-08-12T01:00:15+00:00,2026-08-12T01:00:15+00:00,[sl 4395.88],5001,5001,FER3ON-FINAL-build1
57574289540,MICRO,XAUUSD,SELL,0.01,30.68,4369.91,4400.59,2026-08-12T05:13:31+00:00,2026-08-12T05:13:31+00:00,,5001,5001,FER3ON-FINAL-build1
57574592104,SMC,XAUUSD,SELL,0.01,30.48,4374.44,4404.92,2026-08-12T05:42:45+00:00,2026-08-12T05:42:45+00:00,,4001,4001,FER3ON-FINAL-build1
57578749039,MICRO,XAUUSD,SELL,0.01,4.99,4401.68,4406.67,2026-08-12T11:16:07+00:00,2026-08-12T11:16:07+00:00,,0,0,FER3ON-FINAL-build1
57582087623,SMC,XAUUSD,SELL,0.01,6.01,4405.23,4411.24,2026-08-12T14:37:31+00:00,2026-08-12T14:37:31+00:00,,0,0,FER3ON-FINAL-build1
57583589083,MICRO,XAUUSD,SELL,0.01,-27.25,4414.44,4387.19,2026-08-12T15:30:19+00:00,2026-08-12T15:30:19+00:00,[sl 4387.19],5001,5001,FER3ON-FINAL-build1
57594089698,SMC,XAUUSD,SELL,0.01,-30.24,4421.5,4391.26,2026-08-13T01:00:04+00:00,2026-08-13T01:00:04+00:00,[sl 4391.26],4001,4001,FER3ON-FINAL-build1
57594089699,MICRO,XAUUSD,SELL,0.01,-28.27,4419.25,4390.98,2026-08-13T01:00:04+00:00,2026-08-13T01:00:04+00:00,[sl 4390.98],5001,5001,FER3ON-FINAL-build1
57594808231,MICRO,XAUUSD,SELL,0.01,19.29,4401.03,4420.32,2026-08-13T03:07:04+00:00,2026-08-13T03:07:04+00:00,,5001,5001,FER3ON-FINAL-build1
57595025430,SMC,XAUUSD,SELL,0.01,31.34,4403.7,4435.04,2026-08-13T03:24:12+00:00,2026-08-13T03:24:12+00:00,,4001,4001,FER3ON-FINAL-build1
57596199931,SMC,XAUUSD,SELL,0.01,-30.02,4435.36,4405.34,2026-08-13T05:06:27+00:00,2026-08-13T05:06:27+00:00,[sl 4405.34],4001,4001,FER3ON-FINAL-build1
57599224802,MICRO,XAUUSD,BUY,0.01,30.19,4405.48,4375.29,2026-08-13T09:23:00+00:00,2026-08-13T09:23:00+00:00,,5001,5001,FER3ON-FINAL-build1
57605437436,MICRO,XAUUSD,BUY,0.01,-30.15,4369.87,4400.02,2026-08-13T15:30:04+00:00,2026-08-13T15:30:04+00:00,[sl 4400.02],5001,5001,FER3ON-FINAL-build1
57609363060,SMC,XAUUSD,SELL,0.01,-29.85,4390.43,4360.58,2026-08-13T17:30:16+00:00,2026-08-13T17:30:16+00:00,[sl 4360.58],4001,4001,FER3ON-FINAL-build1
57614740146,SMC,XAUUSD,SELL,0.01,-29.89,4376.7,4346.81,2026-08-13T22:14:06+00:00,2026-08-13T22:14:06+00:00,[sl 4346.81],4001,4001,FER3ON-FINAL-build1
57614741424,MICRO,XAUUSD,SELL,0.01,-29.96,4376.66,4346.7,2026-08-13T22:14:07+00:00,2026-08-13T22:14:07+00:00,[sl 4346.70],5001,5001,FER3ON-FINAL-build1
57625470741,MANUAL,XAUUSD,SELL,0.03,143.49,4320.35,4368.18,2026-08-14T14:53:41+00:00,2026-08-14T14:53:41+00:00,[tp 4368.18],0,0,FER3ON-FINAL-build1
9767563040,SMC,XAUUSD,SELL,0.01,-23.34,4421.65,4398.31,2026-08-18T05:33:58+00:00,2026-08-18T05:33:58+00:00,[sl 4398.21],4001,4001,FER3ON-FINAL-build1
9784151171,SMC,XAUUSD,BUY,0.01,25.82,4396.44,4370.62,2026-08-18T19:08:59+00:00,2026-08-18T19:08:59+00:00,[sl 4370.44],4001,4001,FER3ON-FINAL-build1
9788788536,SMC,XAUUSD,BUY,0.01,29.76,4363.71,4333.95,2026-08-19T02:52:52+00:00,2026-08-19T02:52:52+00:00,[sl 4333.77],4001,4001,FER3ON-FINAL-build1
9789439234,MANUAL,XAUUSD,SELL,0.01,-4.87,4342.35,4337.48,2026-08-19T03:56:57+00:00,2026-08-19T03:56:57+00:00,,0,0,FER3ON-FINAL-build1
9789591960,SMC,XAUUSD,BUY,0.01,6.11,4337.83,4331.72,2026-08-19T04:04:33+00:00,2026-08-19T04:04:33+00:00,[sl 4331.98],4001,4001,FER3ON-FINAL-build1
9794766842,SMC,XAUUSD,BUY,0.01,-29.62,4333.43,4363.05,2026-08-19T10:36:25+00:00,2026-08-19T10:36:25+00:00,[sl 4363.14],4001,4001,FER3ON-FINAL-build1
9800345962,SMC,XAUUSD,BUY,0.01,-30.05,4355.72,4385.77,2026-08-19T15:35:13+00:00,2026-08-19T15:35:13+00:00,[sl 4385.74],4001,4001,FER3ON-FINAL-build1
57734894717,SMC,XAUUSD,SELL,0.01,30.92,4548.81,4579.73,2026-08-21T13:13:12+00:00,2026-08-21T13:13:12+00:00,[sl 4579.73],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57743219710,SCALP,XAUUSD,SELL,0.01,26.74,4583.18,4609.92,2026-08-21T19:09:04+00:00,2026-08-21T19:09:04+00:00,[sl 4609.92],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57744424021,SMC,XAUUSD,SELL,0.01,45.27,4586.24,4631.51,2026-08-21T20:09:10+00:00,2026-08-21T20:09:10+00:00,,4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57744686791,SMC,XAUUSD,SELL,0.01,-12.88,4631.89,4619.01,2026-08-21T20:23:04+00:00,2026-08-21T20:23:04+00:00,[sl 4619.01],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57744851266,SCALP,XAUUSD,SELL,0.01,1.74,4619.01,4620.75,2026-08-21T20:31:42+00:00,2026-08-21T20:31:42+00:00,,0,0,FER3ON-FINAL-build1-MERGED-rearch-cert6
57744884627,SMC,XAUUSD,SELL,0.01,0.98,4619.28,4620.26,2026-08-21T20:34:45+00:00,2026-08-21T20:34:45+00:00,,0,0,FER3ON-FINAL-build1-MERGED-rearch-cert6
57759015561,SMC,XAUUSD,SELL,0.01,26.69,4632.06,4658.75,2026-08-24T14:41:59+00:00,2026-08-24T14:41:59+00:00,[sl 4658.75],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57762169645,SCALP,XAUUSD,SELL,0.01,18.34,4649.95,4668.29,2026-08-24T16:38:27+00:00,2026-08-24T16:38:27+00:00,[sl 4668.29],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57765811188,SCALP,XAUUSD,SELL,0.01,-29.96,4670.42,4640.46,2026-08-24T18:58:07+00:00,2026-08-24T18:58:07+00:00,[sl 4640.46],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57767432083,SMC,XAUUSD,SELL,0.02,-59.84,4663.58,4633.66,2026-08-24T20:21:12+00:00,2026-08-24T20:21:12+00:00,[sl 4633.66],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57772082805,SMC,XAUUSD,SELL,0.01,-29.97,4691.1,4661.13,2026-08-25T04:55:34+00:00,2026-08-25T04:55:34+00:00,[sl 4661.13],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57783121052,SCALP,XAUUSD,SELL,0.01,-29.99,4636.74,4606.75,2026-08-25T16:47:38+00:00,2026-08-25T16:47:38+00:00,[sl 4606.75],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57802324214,SMC,XAUUSD,SELL,0.02,-43.86,4621.77,4599.84,2026-08-26T16:16:05+00:00,2026-08-26T16:16:05+00:00,[sl 4599.84],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57805387635,SCALP,XAUUSD,SELL,0.01,-30.18,4620.44,4590.26,2026-08-26T18:05:44+00:00,2026-08-26T18:05:44+00:00,[sl 4590.26],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
57834793107,SMC,XAUUSD,BUY,0.01,-34.95,4579.57,4614.52,2026-08-28T10:36:13+00:00,2026-08-28T10:36:13+00:00,[sl 4614.52],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
