ticket,strategy,symbol,type,volume,profit,open_price,close_price,open_time,close_time,comment,raw_magic,canonical_magic,build_id
57841367990,SCALP,XAUUSD,SELL,0.01,0.5,4607.13,4607.63,2026-08-28T17:00:00+00:00,2026-08-28T17:00:00+00:00,[sl 4607.63],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
9991971051,SCALP,XAUUSD,SELL,0.02,-30.0,4455.04,4440.04,2026-08-31T15:40:39+00:00,2026-08-31T15:40:39+00:00,[sl 4440.04],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
9994217980,SMC,XAUUSD,BUY,0.02,28.82,4441.34,4426.93,2026-08-31T17:06:14+00:00,2026-08-31T17:06:14+00:00,[sl 4426.93],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10000254838,SMC,XAUUSD,BUY,0.02,-30.2,4426.7,4441.8,2026-08-31T22:25:07+00:00,2026-08-31T22:25:07+00:00,[sl 4441.80],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10012538925,SMC,XAUUSD,SELL,0.02,16.04,4371.54,4379.56,2026-09-01T14:54:40+00:00,2026-09-01T14:54:40+00:00,[sl 4379.56],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10012736562,SCALP,XAUUSD,SELL,0.01,-15.0,4385.45,4370.45,2026-09-01T15:01:41+00:00,2026-09-01T15:01:41+00:00,[sl 4370.45],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10013815849,SMC,XAUUSD,BUY,0.01,9.05,4370.32,4361.27,2026-09-01T15:39:26+00:00,2026-09-01T15:39:26+00:00,[sl 4361.27],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10014950862,SMC,XAUUSD,BUY,0.01,26.01,4357.46,4331.45,2026-09-01T16:10:26+00:00,2026-09-01T16:10:26+00:00,,4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10015454427,SMC,XAUUSD,BUY,0.01,17.88,4357.46,4339.58,2026-09-01T16:26:05+00:00,2026-09-01T16:26:05+00:00,[sl 4339.58],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10016506052,SMC,XAUUSD,BUY,0.01,-15.73,4350.84,4366.57,2026-09-01T16:59:40+00:00,2026-09-01T16:59:40+00:00,[sl 4366.57],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10020362808,SMC,XAUUSD,BUY,0.01,9.7,4366.16,4356.46,2026-09-01T19:40:36+00:00,2026-09-01T19:40:36+00:00,[sl 4356.46],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10023633709,SMC,XAUUSD,BUY,0.01,-14.94,4355.04,4369.98,2026-09-02T01:00:05+00:00,2026-09-02T01:00:05+00:00,[sl 4369.98],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10032832824,SMC,XAUUSD,BUY,0.01,15.33,4323.18,4307.85,2026-09-02T13:14:06+00:00,2026-09-02T13:14:06+00:00,[sl 4307.85],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10033905402,SMC,XAUUSD,BUY,0.01,-15.0,4307.03,4322.03,2026-09-02T14:14:37+00:00,2026-09-02T14:14:37+00:00,[sl 4322.03],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10038983762,SCALP,XAUUSD,SELL,0.01,8.94,4383.6,4392.54,2026-09-02T17:08:59+00:00,2026-09-02T17:08:59+00:00,,1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10039392698,SMC,XAUUSD,SELL,0.01,11.51,4383.94,4395.45,2026-09-02T17:21:02+00:00,2026-09-02T17:21:02+00:00,,4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10039528930,SCALP,XAUUSD,SELL,0.01,2.59,4383.6,4386.19,2026-09-02T17:25:36+00:00,2026-09-02T17:25:36+00:00,[sl 4386.19],1001,1001,FER3ON-FINAL-build1-MERGED-rearch-cert6
10039639079,SMC,XAUUSD,SELL,0.02,1.0,4383.94,4384.44,2026-09-02T17:30:07+00:00,2026-09-02T17:30:07+00:00,[sl 4384.44],4001,4001,FER3ON-FINAL-build1-MERGED-rearch-cert6
